project,source,content,score,comments,"technical update, 
accidents, 
team and partnership update, 
changes in tokenomics, 
whale movement, 
regulation related to crypto industry
Roadmap Updates
Adoption Metrics
External Audits
Competitor Movements
Token Listings
Legal & Lawsuits"
VULCAN FORGED,Discord,"Hello @here! This is an update for @VulcanGames players  (be sure to go to ⁠reaction-roles and select the Vulcan Games emoji to receive tags for all updates!) :ForgeHammer: 

We have a new update of Tartarus PC Build available! 🏹 

Build Name: Tartarus PC Build
Version: 0.9
Compressed Size: 1.7 GB

Release Notes:
This is the first build of PC version of the Tartarus application where users will be able to use weapons of multiple classes and each weapon holds an ability.
When the user will login to the game, they will be directly navigated to the “Select Weapon” screen. There, user can see list of all items and can select any of them.

Update Tartarus PC from the launcher. You'll find more, and a place to discuss, in ⁠tartarus-alpha ⚔️  We want your feedback!",1,new product and functions,
VULCAN FORGED,Discord,"Hi @VulcanVerse players! :VulcanVerse: 

VulcanVerse will be down for a short amount of time from 13:00 CET for maintenance as we restore the inventories of some users who lost them with the foraging release (a few months back).

This should be a short period of downtime, we'll let you know when we're up and running again 🔥",1,accident,
VULCAN FORGED,Discord,"@everyone 🔥 

Some big news, Elysium :Elysium: is fully integrated with DappRadar today, meaning that our dApps - on Elysium, are now listed on DappRadar! 🥳 

https://dappradar.com/rankings/protocol/elysium

Building a dApp on Elysium but it's not listed (looking at YOU, ⁠hackathon-elysium-developers! 🛠️ ) - you can submit it here > https://dappradar.com/dashboard/login?next_url=aHR0cHM6Ly9kYXBwcmFkYXIuY29tL2Rhc2hib2FyZC9sb2dpbi1yZWRpcmVjdD9uZXh0X3BhdGg9L2Rhc2hib2FyZC9zdWJtaXQtZGFwcA== 
",1,new product and functions,
VULCAN FORGED,Discord,"Hi @here!  Just a note for you based on VulcanVerse issues last week (Thurs 7th) with the introduction of version 1.2.5 - on Elysium(!) :Elysium: 

Staking was initially distributed for that day based on a user's individual average based on a period of time before that date. Following a discussion, we're now to adjust the staking reward to be the actual daily calculation, same as every other independent day. :VulcanVerse: 

A reminder - we have in place the XP stockpile system, where a user can earn enough XP to fill up the bars to cover several days. This means that short term VulcanVerse issues aren't too much of a problem as you only need fill those bars to cover staking XP.

Thanks to our team of VulcanVerse and My Forge devs, the majority of bugs that appeared as we migrated have been squashed 💥 - there are a couple of ongoing issues that we're aware of, rest assured these will be dealt with as we work to finalize migration.

Forge on! :ForgeHammer:",1,new product and functions,
VULCAN FORGED,Discord,"Hi @everyone! As part of the Discord restructure, we've made our individual / side games channels visible only to those who are interested in them. This streamlines the server and ensures you only see information that is relevant to you. 

Go to ⁠reaction-roles  and select the emojis representing the games you are interested in - choose them all if you don't want to miss a thing! 🔥 :VulcanVerse:",0,marketing,
VULCAN FORGED,Discord,"@everyone Berserk Server is back up and running!

The new MMR decay feature has been temporarily disabled due to an unforseen bug. This won't have any impact outside of the season and we'll correct it next week.",1,accident,
VULCAN FORGED,Discord,"Hi all @here!

There are some problems with Discord mobile app updates at present - so our new Discord structure (along with many other Discord servers) is not showing correctly on mobile. Discord are working on an update, but there is a workaround:

Log out and then back into your Discord mobile app and you'll be able to see our categories and channels as you're meant to see them! :Discord: 🔥 :VulcanVerse:",0,marketing,
VULCAN FORGED,Discord,"A @VulcanVerse update - servers are being restarted as part of the current work (see above).

Please save if you are playing and don't want to lose a build!",1,accident,
VULCAN FORGED,Discord,"@VulcanVerse!

Thanks so much for your patience with the ongoing challenges faced in this current VulcanVerse version. :VulcanVerse: 

The team is evaluating a few options so you are once again able to play the game we all love.

Our options are either rollback to the previous build or work to patch the current one. The team are presently working hammer and tongs to see if we can avoid rolling back. We will of course keep you in the loop as to what we do.

If you do choose to play, please be aware that there are issues with none NFT plots such as landmarks and roads, as well as Vulcanite availability.  Once again, thank you for your patience while we iron out these issues.",0,marketing,
VULCAN FORGED,Discord,"@everyone 

The wait is over! 🎉  We are going MAINSTREAM! 

It's an honor to be a Top-4 finalist on The Next Crypto Gem and so lucky to have @Jamie ⚡  representing us!

Watch Ep.1 now exclusively on DistroTV via Apple TV, Samsung Smart TV, Vizio, Google TV, ios or Android 📺 

Watch now: https://www.distro.tv/show/the-next-crypto-gem/
Twitter: https://twitter.com/VulcanForged/status/1699682375104450979

Here is a quick preview! 
",0,marketing,
VULCAN FORGED,Discord,"@VulcanForged @VulcanGames  @Berserker server will be going down in 45 mins for a quick fix to the end game issues reported

To clarify once more: the game now ends when someone hits 0hp, or surrenders. Anything else is a bug.

edit: now going down at 0830 UTC 
",1,accident,
VULCAN FORGED,Discord,"@here Just an update as we work on restructuring Discord - it'll no doubt be confusing for a short while, for those of us used to the old layout. But as we've covered in the blog, we've archived some little used or outdated channels, combined others (such as the social share channels, now ⁠content-creators covers all of that), made new categories as well as renaming some channels and creating new ones elsewhere. All of this with the aim of uncluttering and grouping channels logically.

There are some legacy channels that we'll keep for a short while and the likes of ⁠the-great-migration - which are temporary, will eventually be archived. There's a new, dedicated ⁠vulcanverse-talk channel purely for the VV discussion. The lounge (aka off topic) now fits our theme a little, it's the ⁠vulcan-city-taverna 

There are dedicated ⁠elysium-help and ⁠metascapes-help channels in the Elysium and MetaScapes categories, but all other support is under the Support category.

The Campaigns + Events category covers current events and so the channels within it will be temporary to one degree or another.

Testers, the @Game Council and wiki editiors get their own section, only visible to those involved ensuring there is less clutter.

The Misc category contains ⁠commands, ⁠ask-talos and, when we host them, the quiz channel.

The Vulcan Studios category contains channels for our games - bigger games have their own channel, there is also an 'other games' channel to cover the rest. Use the ⁠reaction-roles to ensure you can see the channels with the games you want to follow. 

There's surely more I haven't covered and still a couple of sections to tidy up, but that's enough to take in for now! :ForgeHammer:",0,marketing,
VULCAN FORGED,Discord,"Hello @everyone! We've got a few updates incoming, as detailed in the blog article linked 🔥 📰 

https://blog.vulcanforged.com/vulcan-forged-website-launcher-discord-upgrades/

Our suite of websites, our PC game launcher, and our Discord server are all receiving facelifts!

These updates are geared towards making it easier for our existing users to navigate but also to attract the next wave of users. We need to ensure our channels and products remain clean, intuitive, and engaging. Have a read!

Discord updates are coming this afternoon. You may see some channels renamed, some disappear and new channels created. Please note that no channel is lost forever, we will archive and these are still available to staff and moderators, should there be some gem of information you still want access to.",1,roadmap,
VULCAN FORGED,Discord,"@everyone you've been chasing the remaining NFTs as we migrate - our devs have provided a tentative list of when these will be minted on Elysium.

Note - this is tentative, things can change, there are occasional delays, but this is what we're aiming for 🔥 💥",0,marketing,
VULCAN FORGED,Discord,"@VulcanGames - did you spot it? Tartarus PCVR is now available on the launcher. :VulcanVerse: 🏹 ⚔️ 

If you have an Oculus / Meta Quest VR set, you can now play the first VR version of this game through the Quest Link. Essentially, the game runs on your PC but you experience it in the headset!

Visit ⁠tartarus-alpha to discuss and read the release notes.

Even better.. look out for future announcements as Tartarus is coming directly to Quest headsets and will be available in the Quest app store. 
",1,new product and functions,
VULCAN FORGED,Discord,"@VulcanForged @VulcanGames @Berserker sorry, we're a little behind on comms as there's quite a few spinning plates/juggling knives/*insert circus metaphor here* 

But to confirm: 
Berserk Vault Staking is fully live on Elysium.
Subscription pass sales are live on Elysium
Existing passes have been migrated
Existing booster packs are pending migration shortly
Pack opening is coming sooner than you probably expect",1,roadmap,
MASK NETWORK,Twitter,"Heading to 
@ETHGlobal New York? 
Come visit @realMaskNetwork
 
@thefireflyapp and @NextDotID at our booth from September 22nd-24th. 

Learn about our latest innovations in the decentralized identity space, chat with our team members, and grab some swag! ✨✨✨",0,marketing,
MASK NETWORK,Twitter,"Mask Network founder & CEO @suji_yan at Navigating User Growth in Web3: Learnings from Web2 panel at #InfraConxGrowthCon 

Guests discussed the role of analytics and explored the impact of Web3's decentralized nature on growth strategies.",0,marketing,
MASK NETWORK,Twitter,"Mask Network founder & CEO 
@suji_yan
  on “Why Social Network Needs to be Decentralized” panel in the New Trends Summit by 
@SevenXVentures",0,marketing,
MASK NETWORK,Twitter,"Big congrats for the TON team @ton_blockchain for their partner with @telegram🎉

We are proud to have TON in our #decentralized social ecosystem and keep providing #DID solutions for their combined communities and beyond.",0,marketing,
MASK NETWORK,Twitter,"Mask Network, @NextDotID, and @thefireflyapp is building the community with @ArweaveEco at  @token2049 🇸🇬

#Token2049  #DecentralizedWeb",0,marketing,
MASK NETWORK,Twitter,"We’re building Decentralized Social #DeSoc with @TakoProtocol in Singapore 🇸🇬 !

#DeSocUnleashed 
#Web3SocialHouse",0,marketing,
MASK NETWORK,Twitter,"Enter for a chance to win ticket: https://gleam.io/X74yv/mask-network-x-tako-social-afterparty-tickets-giveaway
https://twitter.com/TakoProtocol/status/1699074952782331988",0,marketing,
MASK NETWORK,Twitter,"We are giving away tickets for events with @TakoProtocol in Singapore 🇸🇬!

Enter from September 1-7 for a chance to win tickets:

👾 To win a DeSoc x Web3 Event ticket: https://gleam.io/44qX9/mask-network-x-tako-desoc-x-web3-event-tickets-giveaway
🤖 To win a Social Afterglow Party ticket: https://gleam.io/X74yv/mask-network-x-tako-social-afterparty-tickets-giveaway
https://gleam.io/44qX9/mask-network-x-tako-desoc-x-web3-event-tickets-giveaway
",0,marketing,
MASK NETWORK,Twitter,We are excited to co-host the Web3 Carnival with @BiteyeCN! Happy 2nd anniversary 🥳,0,marketing,
MASK NETWORK,Twitter,"Attention Web3 Buidlers!

Check out the Mask Network Web3 Social Grant Round 4 Review featuring 39 global projects across 6 categories here: https://masknetwork.medium.com/mask-network-web3-social-grant-round-4-review-5271e9933b8e?source=social.tw",0,marketing,
MASK NETWORK,Twitter,"The Web3 Social Round will end on August 29th, 12:00 UTC. The clock is ticking...⏰",0,marketing,
MASK NETWORK,Twitter,"🎙️ Join the AMA: http://link3.to/e/EdwBsT

📅 Time: August 23rd, 9PM (Hong Kong Time)",0,marketing,
MASK NETWORK,Twitter,"We just supported 
@BuildOnBase
 in the latest version (v2.21.6)! #MaskUpdate

Users can:
✨ Check their assets on Base🛡️ at the dashboard
✨ Tip others with tokens and NFTs on Base🛡️ (requires receiver's prior setup)

🤗 Update and try it out!",1,new product and functions,
MASK NETWORK,Twitter,"⚡️MaskNetwork is proud to rally at Palau Summit with core members in the Web3 community, taking place from August 27-29 #Zuzalu #Ripple",0,marketing,
MASK NETWORK,Twitter,"Mask Network is proud to co-host DeSoc Unleashed event with @TakoProtocol !

Web3 Social House, our event brand will host the very first Web3 Social Summit!   

More info: https://lu.ma/DeSocXSocialHouse
#DeSocUnleashed
#Web3SocialHouse",0,marketing,
MASK NETWORK,Twitter,"1/4 Great news! 🎉 

Mask Network has unveiled a new Web3 Social Grant round on 
@gitcoin with a $25K matching pool.

We invite innovators and creators to be part of the next wave of decentralized solutions.
Join us! #MaskWeb3SocialGrant",1,roadmap,
MASK NETWORK,Twitter,"🥳 We are proud to co-host the event with  @TakoProtocol! 

Check out more info here: https://lu.ma/DeSocXSocialHouse",0,marketing,
MASK NETWORK,Twitter,$MASK is in Turkey ,0,marketing,
MASK NETWORK,Twitter,"Miss that blue bird?

Want to get rid of the “𝕏”?

Download the Mask Network extension from http://mask.io to get that bird back!",0,marketing,
MASK NETWORK,Twitter,Install at http://mask.io to get that bird back!,0,marketing,
MASK NETWORK,Discord,"Mask Network was very proud to receive a 257,540 $ARB airdrop allocated by @arbitrum. We would like to announce more details about the $ARB distribution.

ℹ️ Please see the article below for more information👇

https://masknetwork.medium.com/mask-empowers-community-with-arb-token-distribution-and-support-for-ecosystem-growth-8c94bbdbcc6d?source=social.tw
",1,tokenomics,
MASK NETWORK,Discord,"📢Exciting news!📢

Mask has created a new Web3 Social Grant round on @gitcoin with a $50k Matching pool! 💰💰💰
",0,marketing,
MASK NETWORK,Discord,"🌿With the shared vision of creating the next generation of the internet where users are in control of their data, we are excited to announce the collaboration with LensProtocol

Active community members are now eligible to mint Lens profiles: https://claim.lens.xyz/ 

💫 Check if you are eligible: https://docs.google.com/spreadsheets/d/1qgSu3JHEYMINjrrIvBcKM1Gu3GtP_liJo7AwPlWL4xs/edit?usp=sharing ",1,partnership,
MASK NETWORK,Discord,"We announced this Web 3 social ecosystem grant round back in the end of demo day and now making it official. We are providing 50k to the round matching pool 

Hachathon Participants feel free to join the round ase it's both a nice bonus in addition to hackathon reward and a good place to showcase ur project. U even get to double dip with the main round matching pool

Top devs and VCs also go through the grant round list to find the next big thing

So def come apply and shill this to ur community, 1 tiny donation could go a long way!",0,marketing,
MASK NETWORK,Discord,"https://twitter.com/realMaskNetwork/status/1504095622349361153?s=20&t=7VZcSM9P0i2pjmFJclL0vw
@everyone 
",0,marketing,
MASK NETWORK,Discord,"CelerNetwork just supported $MASK cross-chain transfer between ethereum mainnet and BNBCHAIN.

Use cBridge https://cbridge.celer.network/ to cross-chain your asset, for a chance to get Celer x Mask POAP.
 
⏰ Time: March 8th - March 14th
 
👀Detail on Twitter. 
",1,partnership,
MASK NETWORK,Discord,"📢Check it out—cBridge has added support for @realMaskNetwork’s $MASK! Users can now transfer $MASK between @ethereum and @BNBCHAIN in a quick, easy, and cheap one-transaction experience.

🌉Give it a try yourself at http://cbridge.celer.network/

@everyone",1,partnership,
MASK NETWORK,Discord,"Thank you all for participating in the MaskOn sale!

We will announce more plannings about the collection in the upcoming days, and open up a Discord channel exclusively for MaskOn holders.

We are welcoming all MaskOn holders to join the discussion about how to deal with the remaining MaskOn NFTs, such as details about the second round of selling. Please join and speak up!

我们Mask on在Maskbox的发售暂时告一段落，感谢大家的参与。

我们将在近几天推出未来的计划，Mask On 持有者们将会在Mask Network的官方Discord里单独开放一个频道。

剩下未售出的Mask On系列NFT，我们希望持有者们能够一起参与讨论第二次发售的更多细节，欢迎踊跃加入。
@everyone",0,marketing,
MASK NETWORK,Discord,"Here's what will happen over the next several days:

1.Some games to win whitelist spots
2.Rules for whitelist airdrops
3.Leaks from the collection
4.details about MaskBox sale",0,marketing,
MASK NETWORK,Discord,"@everyone
One of Mask Network community member @3.G

 designed a 🔥MaskOn🔥 NFT collection for the Mask ecosystem.

333 NFTs in this collection will be given to the Mask community (through WLs) and will be available in Maskbox!

More detail about whitelist will be published on our discord channel soon!",0,marketing,
MASK NETWORK,Discord,"Big update guys！

https://twitter.com/realMaskNetwork/status/1488490858785951744?t=UAKE1MIqln4gONEO6CrGUw&s=19",1,technical update,
MASK NETWORK,Discord,"https://twitter.com/realMaskNetwork/status/1487650553584750596?t=LWgtSH3N6YUytoQ2PHITtQ&s=19
https://twitter.com/realMaskNetwork/status/1487578298494631937?t=rfXEP5xZYosDycREnvwhTQ&s=19",0,not related thing,
MASK NETWORK,Discord,https://youtu.be/dOr_t_R0Ses,0,not related thing,
MASK NETWORK,Discord,"@everyone 
BetaMars will share their exploration on the new metaverse track with the Mask Network Community. ⁠No Access 

⏰ Jan 21st, 12:00 (GMT+0)

🎁 10 lucky winners who asked questions in the BetaMars AMA. Wrapped present we're giving away BetaMars Ticket NFT.",0,marketing,
MASK NETWORK,Discord,"@everyone

🎆We wish everyone a wonderful 2022, and may your wishes come true！

Friends who have completed Mission #1, please visit https://poap.delivery/masknetwork2022 to claim your New Year exclusive POAP with your ERC20 address 🎊

*Check the encrypted tweet for the 50 lucky winners with New Year Exclusive NFTs ⬇

https://docs.google.com/spreadsheets/d/1446cU4cIRHbEokKs92Dt7hYhhMTdbZM8E7P5nrZih1A/edit#gid=0",0,marketing,
MASK NETWORK,Discord,"@everyone

🎆With the arrival of 2022, we would like to invite the ones who have used the iOS version, who are currently using it, even then who are about to join the club to participate in this thrilling 2022 New Year event.

🎁Participate in our event to win the New Year Exclusive NFT & POAPs! 

🔍More details: https://t.co/ENxuqt8K6M
",0,marketing,
MASK NETWORK,Discord,https://twitter.com/realMaskNetwork/status/1456667697958187008?t=x9HuYpsXDAr8isglF7hUGg&s=19,0,not related thing,
MASK NETWORK,Discord,"We just updated the NFT Avatar feature!

Freedom of choice + On-chain Verification = Your true NFT 𝘼𝙫𝙖𝙩𝙖𝙧 !

*This update will be available in v1.38.0.

https://twitter.com/realMaskNetwork/status/1450874307760906242",0,marketing,
MASK NETWORK,Discord,https://twitter.com/realMaskNetwork/status/1442517711821570051?s=19,0,not related thing,
MASK NETWORK,Discord,https://twitter.com/realMaskNetwork/status/1441134262363639810?s=19,0,not related thing,
DYDX,Twitter,"1/7 One-click to the dYdX Chain 💪

We’re excited to announce that the dYdX Chain will integrate with @squidrouter x @axelarcore

Users can now integrate with dYdX Chain from Ethereum, app-chains, or supported L2s w/o the hassle of bridging
https://dydx.exchange/blog/1-click-onboarding
https://dydx.exchange/v4-terms
Thread: https://twitter.com/dYdX/status/1704558302703517761",1,new product and functions,
DYDX,Twitter,dYdX 24hr volume was $1.05 Billion yesterday 💅,1,Adoption metrics,
DYDX,Twitter,"1/ The FINAL reset of the dYdX Chain Testnet is complete 🎉

Now with 30+ markets, conditional orders, spam mitigation and so much more.

Get testing! 👇
https://v4.testnet.dydx.exchange/#/trade/
2/ Read about the update here: https://dydx.exchange/blog/testnet-2-update
",1,technical update,
DYDX,Twitter,"In NYC this week? 👀

Come party with us at our 3rd annual @MessariCrypto event with @ElixirProtocol this Wednesday 🥂

RSVP 👇
https://lu.ma/bdcyt7xl",0,marketing,
DYDX,Twitter,"A team of A players, off sites to the tropics, and a gorgeous NYC office? Working at dYdX is pretty sweet 💜

Check out our open roles from Front End Engineer to Workplace Experience Lead: https://boards.greenhouse.io/dydx",0,marketing,
DYDX,Twitter,"App Chains, like the future dYdX Chain, and L2s both function as ways to scale the crypto ecosystem 🪴

Learn more about L2s in our learning academy article here: https://dydx.exchange/crypto-learning/layer-2s-crypto",0,marketing,
DYDX,Twitter,"🔊Voting is live! 🔊

🗳️ Should the community upgrade the GovernanceStrategy Smart Contract to GovernanceStrategyV2?

https://dydx.community/dashboard/proposal/15
 Voting ends on Sep 23 at 17:06 UTC 

ℹ️👇
https://dydx.community/dashboard/proposal/15",1,tokenomics,
DYDX,Twitter,"Native USDC will be available on the dYdX Chain thanks to @noble_xyz and @circle 💸

USDC will be used seamlessly as collateral on all trades without bridging risks!",1,new product and functions,
DYDX,Twitter,dYdX daily volume was $1.02 billion yesterday 🫡,1,Adoption metrics,
DYDX,Twitter,"1/ We’re excited to share the dYdX Chain (v4) Github repos! 🪞

dYdX Chain is our commitment to full decentralization & transparency. Once production ready, we encourage the community to use these repos to grow the dYdX ecosystem.

Find the repos here 🧵https://dydx.exchange/blog/dydx-chain-open-source-code",1,technical update,
DYDX,Twitter,Which part of the dYdX Chain are you most excited about? 👀,0,marketing,
DYDX,Twitter,"Reminder ‼️

We're winding down the dYdX Chain public Testnet today at 15:00 UTC in order to prep and relaunch Testnet 3!

See details 👇
https://twitter.com/dYdX/status/1699870697646968860",1,technical update,
DYDX,Twitter,"1/6 Inter-blockchain communication or IBC, popularized by the Cosmos ecosystem, allows separate blockchains to interact 🤝

Let’s dive into the details 🤿
https://dydx.exchange/blog/dydx-chain",1,new product and functions,
DYDX,Twitter,"Testnet update! ✨

We’re winding down Testnet 2 on 9/11 at 15:00 UTC to prep for the introduction of Testnet 3 on 9/13.

Testnet 3 will include conditional orders, updated MEV nodes, gas fees and more 💫
https://dydx.exchange/blog/testnet-2-update",1,technical update,
DYDX,Twitter,"Catch our Head of Policy, 
@Rashan, discuss the crypto regulatory landscape in the US today at 11:45AM👇
https://twitter.com/Rashan/status/1699433787514388572",0,marketing,
DYDX,Twitter,"dYdX Foundation is excited to share the 2023 Semi-Annual Ecosystem Report 🎉

Despite the prolonged bear market, the Foundation has demonstrated an unwavering commitment towards building the future of finance & expanding the dYdX protocol ecosystem❗
https://dydx.foundation/blog/dydx-2023-semi-annual-ecosystem-report",0,marketing,
DYDX,Twitter,"Excited for the dYdX Chain yet? 👀👀👀

Try out the Testnet:
https://v4.testnet.dydx.exchange/#/trade/
",0,marketing,
DYDX,Twitter,"gm 🌱

Which scaling solution are you the most bullish on?
",0,marketing,
DYDX,Twitter,"see you at @CosmoverseHQ, @noble_xyz
https://twitter.com/jerallaire/status/1697648874326831585
 ",0,marketing,
DYDX,Twitter,"gm 🌞

Who was the first person to crypto-pill you?
",0,marketing,
DYDX,Discord,"@Verified 

Don’t miss the 5th Community Town Hall today in 1 hour.

Hear from dYdX Foundation, dYdX, @Grants subDAO, @Operations subDAO and more 🎤

Join below 🫡 
https://us06web.zoom.us/j/83949850157

Discord Event
https://discord.com/events/724804754382782534/1151117673158168606",0,marketing,
DYDX,Discord,"@Verified 

⏰ 4 more days to vote!

🗳️ Should the community upgrade the GovernanceStrategy Smart Contract to GovernanceStrategyV2?

https://dydx.community/dashboard/proposal/15
 
Voting ends on Sep 23 at 17:06 UTC.

You can vote without paying any gas fees here: https://dydx.vote/

Review the 🧵 for more details on this proposal.
https://twitter.com/dydxfoundation/status/1702337976326586679
Tristan | dYdX Foundation — Today at 7:00 AM
@Verified 

Don’t miss the 5th Community Town Hall today in 1 hour.

Hear from dYdX Foundation, dYdX, @Grants subDAO, @Operations subDAO and more 🎤

Join below 🫡 
https://us06web.zoom.us/j/83949850157

Discord Event
https://discord.com/events/724804754382782534/1151117673158168606
Image",1,tokenomics,
DYDX,Discord,"@Verified 

Don’t miss the 5th Community Town Hall tomorrow Wednesday, 20th September, at 1pm UTC.

Hear from dYdX Foundation, dYdX, @Grants subDAO , @Operations subDAO and more 🎤

Join below 🫡 
https://us06web.zoom.us/j/83949850157

Discord Event
https://discord.com/events/724804754382782534/1151117673158168606",0,marketing,
DYDX,Discord,"@Verified 

Welcome to the latest edition of the Weekly Recap 💡

Don’t miss the Weekly Recaps, every week the community is updated on; dYdX Ecosystem Developments, Events, Press and Media, Community Discussions and more.

❗ Vote on the latest dYdX governance proposals without paying gas fees 
https://twitter.com/dydxfoundation/status/1703699697750163882

👀 Read @Antonio | dYdX 🦔's recent thread highlighting how dYdX operates 
https://twitter.com/AntonioMJuliano/status/1702361113709396127

🎤Catch up on @0xCharles  recent article on TechCrunch, written by Jacquelyn Melinek 🎤
https://twitter.com/dydxfoundation/status/1701985660309995978

💡 @Grants subDAO is now ready to accept applications and issue new grants 
https://twitter.com/dydx_grants/status/1702008523993842048

If you want to participate in governance discussions and stay up to date with important governance updates, topics or proposals. 

Visit the forum 👉 https://dydx.forum/

View the thread👇
https://twitter.com/dydxfoundation/status/1703783251259625868
",1,tokenomics,
DYDX,Discord,"@Verified 

🚨 Vote Reminder 🚨


🗳️ Should the community upgrade the GovernanceStrategy Smart Contract to GovernanceStrategyV2?

https://dydx.community/dashboard/proposal/15
 
⏰ Voting ends on Sep 23 at 17:06 UTC

You can vote without paying any gas fees here: https://dydx.vote/

Review the 🧵 for more details on this proposal.
https://twitter.com/dydxfoundation/status/1702337976326586679",1,tokenomics,
DYDX,Discord,"@Verified 

Did you know you can vote on dYdX governance proposals without paying any gas fees?

Gasless voting - https://dydx.vote/

❗Vote on the latest proposal ❗

🗳️ Should the community upgrade the GovernanceStrategy Smart Contract to GovernanceStrategyV2?

https://dydx.community/dashboard/proposal/15
 
⏰ Voting ends on Sep 23 at 17:06 UTC

Review the 🧵 for more details on this proposal.
https://twitter.com/dydxfoundation/status/1702337976326586679",1,tokenomics,
DYDX,Discord,"Welcome to the latest edition of the Weekly Governance Recap 🦔🦔

As we edge closer to the potential launch of the dYdX Chain there’s plenty of interesting forum discussions 

👀 @Operations subDAO posted a new update highlighting the milestones achieved by the team over the past three months 🙌
https://dydx.forum/t/operations-subdao-update-15-sept-2023/1166

📖 There is new updates on a proposal Chaos Labs created, titled; ‘dYdX V4 Launch Incentives Proposal’
Review the latest updates
https://dydx.forum/t/dydx-v4-launch-incentives-proposal/1075/17

🎥 Aria posted a new update titled; ‘What happens to crypto in Japan?’
Review the update 👇
https://dydx.forum/t/aria-jp-aria-delegate-thread/172/15

🙋🏼‍♂️ Check out the latest Validator introductions in the Validator section of the forum.
View the list of Validators 👇
https://dydx.forum/c/validators/6

If you want to participate in governance, engage in discussions and stay up to date with the latest forum topics
https://dydx.forum/

View the thread👇
https://twitter.com/dydxfoundation/status/1702688542122467589",1,roadmap,
DYDX,Discord,"@Verified 

🔊Voting is live! 🔊

🚨 On-chain Proposal: Upgrade the GovernanceStrategy Smart Contract 🚨

🗳 Wintermute has created an on-chain proposal to upgrade the GovernanceStrategy Smart Contract to V2. This upgrade will ratify the implementation of $wethDYDX into dYdX v3’s governance system, so that $wethDYDX has the same voting and proposal power as $ethDYDX.

View the on-chain proposal 👉 https://dydx.community/dashboard/proposal/15 

🕑 Voting Ends: Sep 23, 2023, at 17:06 UTC 

Details about wethDYDX and the GovernanceStrategyV2 Smart Contract;
1️⃣ The wethDYDX Smart Contract could enable a permissionless and autonomous one-way bridge for the $ethDYDX token to be migrated from Ethereum to the dYdX Chain.
2️⃣ $wethDYDX is a transferable ERC-20 token based on Ethereum Mainnet that is issued 1:1 when $ethDYDX tokens are sent to the wethDYDX Smart Contract.
3️⃣ Upon a successful on-chain vote, a user holding $wethDYDX will be able to participate in dYdX v3 governance (voting and proposing). This is important to ensure dYdX v3's governance system remains robust, if and when more $ethDYDX tokens become permanently locked. 

Note, This DIP falls under the Long Timelock Executor, that has a 1 day delay, 10 days voting period (assuming average of 13.2 second block time), and followed by 7 days queuing time ⏳
https://docs.dydx.community/dydx-governance/voting-and-governance/governance-process#long-timelock-executor

Thread:** https://twitter.com/dydxfoundation/status/1702328235818991955 
",1,tokenomics,
DYDX,Discord,"@Verified 

@0xCharles  recently featured in an article written by Jacquelyn Melinek on TechCrunch 🎤

In the article titled; ‘Institutional crypto adoption in Asia is growing as the US market remains a question mark’

Charles highlights some reasons for the growth of crypto adoption in Asia 👀

“Regulators are giving green lights to #crypto companies in Asia. As that happens, institutions are moving quickly and the appetite is growing fast” - @0xCharles 

Read the article 👇 
https://techcrunch.com/2023/09/12/institutional-crypto-adoption-asia/

Thread: https://twitter.com/dydxfoundation/status/1701985660309995978",0,marketing,
DYDX,Discord,"@Verified 

🚨New On-chain Proposal Created: Upgrade the GovernanceStrategy Smart Contract🚨

🗳Wintermute has created an on-chain proposal to upgrade the GovernanceStrategy Smart Contract to V2. This upgrade will ratify the implementation of $wethDYDX into dYdX v3’s governance system, so that $wethDYDX has the same voting and proposal power as $ethDYDX.

https://dydx.community/dashboard/proposal/15 

🕑Voting Starts: Sep 14, 2023, at 14:08 UTC
🕑Voting Ends: Sep 24, 2023, at 14:08 UTC

Details about wethDYDX and the GovernanceStrategyV2 Smart Contract
1️⃣The wethDYDX Smart Contract could enable a permissionless and autonomous one-way bridge for the $ethDYDX token to be migrated from Ethereum to the dYdX Chain.
2️⃣$wethDYDX is a transferable ERC-20 token based on Ethereum Mainnet that is issued 1:1 when $ethDYDX tokens are sent to the wethDYDX Smart Contract.
3️⃣Upon a successful on-chain vote, a user holding $wethDYDX will be able to participate in dYdX v3 governance (voting and proposing). This is important to ensure dYdX v3's governance system remains robust, if and when more $ethDYDX tokens become permanently locked. 

Note, this DIP falls under the Long Timelock Executor. The Long Timelock Executor params are -
1 day delay,
10 day voting period,
100M ethDYDX Quorum and Vote Differential, and
7 day timelock delay",1,tokenomics,
